Артикул;Материал;Облицовка[L1];Облицовка[L2];Облицовка[W1];Облицовка[W2];Код детали;Наименование;Количество;Текстура;Ориентация в WoodNEST;Длина;Ширина;Толщина;Сторона;Две программы;Заказ;Путь;Позиция;Артикул изделия;Наименование изделия;Имя файла;Проект;Толщина облицовки кромки [L1];Толщина облицовки кромки [L2];Толщина облицовки кромки [W1];Толщина облицовки кромки [W2];Пластик (лицевая);Пластик (лицевая) артикул;Пластик (нелицевая);Пластик (нелицевая) артикул;Краска;Форма;Пазы;Отверстия в пласть;Отверстия в торец;Блок;псто;Кромка
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.920;ПФ ~‡ ~µ~₰‹ПФ, фасад, T-KOMBI, x2, (22);1;X;1;2397;450;22;Нелицевая;2;7089_14011;\7089_14011_920_H1_2397x450x22__O;920;14011;7089_14011;7089_14011_920_H1_2397x450x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||FANT_CONTOUR||U_V 3.2x4мм||фаска мдф 1х1||OMM, выпрямитель, паз, 11.5х9;2;0;А;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.919;ПФ ~‡ ~µ~₰‹ПФ, фасад, T-KOMBI, x2, (22);1;X;1;2397;450.5;22;Нелицевая;2;7089_14011;\7089_14011_919_H1_2397x451x22__O;919;14011;7089_14011;7089_14011_919_H1_2397x451x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||FANT_CONTOUR||U_V 3.2x4мм||фаска мдф 1х1||OMM, выпрямитель, паз, 11.5х9;2;0;Д;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.918;ПФ ~‡ ~µ~₰‹ПФ, фасад, T-KOMBI, x2, (22);1;X;1;2397;450.5;22;Нелицевая;2;7089_14011;\7089_14011_918_H1_2397x450x22__O;918;14011;7089_14011;7089_14011_918_H1_2397x450x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||FANT_CONTOUR||U_V 3.2x4мм||фаска мдф 1х1||OMM, выпрямитель, паз, 11.5х9;2;0;Д;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.208;BLENDA, IUI T ~‡ ~µ;3;Y;2;193;80;22;Нелицевая;2;7089_14011;\7089_14011_208_H1_193x80x22__O;208;14011;7089_14011;7089_14011_208_H1_193x80x22__O;14011;;;;;;;;;NCS S 0500-N/580, 2Х + лак для столешниц;1;ЛНУ;2;0;Р;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.207;M2_R_YPAK, фасад, T-0 (22) ~‡ ~µ;1;;;481.444;50;22;Нелицевая;2;7089_14011;\7089_14011_207_H1_481x50x22__O;207;14011;7089_14011;7089_14011_207_H1_481x50x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ;2;0;Б;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.206;M2_R_YPAK, фасад, T-0 (22) ~‡ ~µ;1;;;450;98;22;Нелицевая;2;7089_14011;\7089_14011_206_H1_450x98x22__O;206;14011;7089_14011;7089_14011_206_H1_450x98x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||фаска мдф 1х1;2;0;А;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.205;M2_R_YPAK, фасад, T-0 (22) ~‡ ~µ;1;;;953.948;50;22;Нелицевая;2;7089_14011;\7089_14011_205_H1_954x50x22__O;205;14011;7089_14011;7089_14011_205_H1_954x50x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ;2;0;Г;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.204;M2_R_YPAK, фасад, T-0 (22) ~‡ ~µ;1;;;1394.188;50;22;Нелицевая;2;7089_14011;\7089_14011_204_H1_1394x50x22__O;204;14011;7089_14011;7089_14011_204_H1_1394x50x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ;2;0;В;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.203;M2_R_YPAK, фасад, T-0 (22) ~‡ ~µ;1;;;904;98;22;Нелицевая;2;7089_14011;\7089_14011_203_H1_904x98x22__O;203;14011;7089_14011;7089_14011_203_H1_904x98x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||фаска мдф 1х1;2;0;Д;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.202;M2_R_YPAK, фасад, T-23, obv-20 ~‡ ~µ;1;Y;2;450.5;218.599;22;Нелицевая;2;7089_14011;\7089_14011_202_H1_450x219x22__O;202;14011;7089_14011;7089_14011_202_H1_450x219x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ;2;0;Г;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.201;BLENDA, IUI T ~‡ ~µ;3;X;1;553;193;22;Лицевая;2;7089_14011;\7089_14011_201_H1_553x193x22__L;201;14011;7089_14011;7089_14011_201_H1_553x193x22__L;14011;;;;;;;;;NCS S 0500-N/580, 2Х + лак для столешниц;1;ЛНУ||LED, 1506, паз, 15.7х6.5, заподлицо;1;1;Р;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.200;M2_R_YPAK, фасад, T-23, obv-20 ~‡ ~µ;1;Y;2;450.5;349.389;22;Нелицевая;2;7089_14011;\7089_14011_200_H1_451x349x22__O;200;14011;7089_14011;7089_14011_200_H1_451x349x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||Спил под угол 45, Со смещением 16, Покрасить;2;0;Г;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.199;M2_R_YPAK, фасад, T-23, obv-20 ~‡ ~µ;1;Y;2;662;546.368;22;Нелицевая;2;7089_14011;\7089_14011_199_H1_662x546x22__O;199;14011;7089_14011;7089_14011_199_H1_662x546x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||Спил под угол 45, Со смещением 16, Покрасить;2;0;В;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.198;M2_R_YPAK, фасад, T-23, obv-20 ~‡ ~µ;1;X;1;873.993;450;22;Нелицевая;2;7089_14011;\7089_14011_198_H1_874x450x22__O;198;14011;7089_14011;7089_14011_198_H1_874x450x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||Спил под угол 45, Со смещением 16, Покрасить;2;0;Б;;0
MDF Egr 22 1x MB;МДФ, EGR, 22, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.197;M2_R_YPAK, фасад, T-23, obv-20 ~‡ ~µ;1;X;1;738.156;662;22;Нелицевая;2;7089_14011;\7089_14011_197_H1_738x662x22__O;197;14011;7089_14011;7089_14011_197_H1_738x662x22__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||Спил под угол 45, Со смещением 16, Покрасить;2;0;В;;0
MDF Egr 19 1x MB;МДФ, EGR, 19, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.155;M2_R_YPAK, фасад, T-0 (19) ~‡ ~µ;1;;;146.484;100;19;Нелицевая;2;7089_14011;\7089_14011_155_H1_146x100x19__O;155;14011;7089_14011;7089_14011_155_H1_146x100x19__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||фаска мдф 1х1||Спил 16,1;1;0;Г;;0
MDF Egr 19 1x MB;МДФ, EGR, 19, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.154;M1_R_YPAK, BLENDA, G25 ~‡ ~µ;1;X;1;939.301;100;19;Нелицевая;2;7089_14011;\7089_14011_154_H1_939x100x19__O;154;14011;7089_14011;7089_14011_154_H1_939x100x19__O;14011;;;;;;;;;NCS S 0500-N/580;1;фаска мдф 1х1||ЛНУ||Спил 16,1;1;0;Б;;0
MDF Egr 19 1x MB;МДФ, EGR, 19, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.153;M2_R_YPAK, фасад, T-0 (19) ~‡ ~µ;1;;;2498;100;19;Нелицевая;2;7089_14011;\7089_14011_153_H1_2498x100x19__O;153;14011;7089_14011;7089_14011_153_H1_2498x100x19__O;14011;;;;;;;;;NCS S 0500-N/580;1;ЛНУ||фаска мдф 1х1;1;0;Д;;0
MDF Egr 19 1x MB;МДФ, EGR, 19, 1x, MB, Белый;  ;  ;  ;  ;7089_14011.152;M1_R_YPAK, BLENDA, G25 ~‡ ~µ;1;X;1;2498;100;19;Нелицевая;2;7089_14011;\7089_14011_152_H1_2498x100x19__O;152;14011;7089_14011;7089_14011_152_H1_2498x100x19__O;14011;;;;;;;;;NCS S 0500-N/580;1;фаска мдф 1х1||ЛНУ;1;0;А;;0
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.287;Z_ZAG-A_A_12__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_287_H2_199x80x12__L;287;14011;7089_14011;7089_14011_287_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.286;Z_ZAG-A_A_9__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_286_H2_199x80x12__L;286;14011;7089_14011;7089_14011_286_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.285;Z_ZAG-A_A_14__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_285_H2_199x80x12__L;285;14011;7089_14011;7089_14011_285_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.284;Z_ZAG-A_A_13__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_284_H2_199x80x12__L;284;14011;7089_14011;7089_14011_284_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.283;Z_ZAG-A_A_16__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_283_H2_199x80x12__L;283;14011;7089_14011;7089_14011_283_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.282;Z_ZAG-A_A_15__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_282_H2_199x80x12__L;282;14011;7089_14011;7089_14011_282_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.281;Z_ZAG-A_A_11__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_281_H2_199x80x12__L;281;14011;7089_14011;7089_14011_281_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.280;Z_ZAG-A_A_17__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_280_H2_199x80x12__L;280;14011;7089_14011;7089_14011_280_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.279;Z_ZAG-A_A_18__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_279_H2_199x80x12__L;279;14011;7089_14011;7089_14011_279_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.278;Z_ZAG-A_A_2__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_278_H2_199x80x12__L;278;14011;7089_14011;7089_14011_278_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.277;Z_ZAG-A_A_7__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_277_H2_199x80x12__L;277;14011;7089_14011;7089_14011_277_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.276;Z_ZAG-A_A_1__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_276_H2_199x80x12__L;276;14011;7089_14011;7089_14011_276_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.275;Z_ZAG-A_A_8__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_275_H2_199x80x12__L;275;14011;7089_14011;7089_14011_275_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.274;Z_ZAG-A_A_10__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_274_H2_199x80x12__L;274;14011;7089_14011;7089_14011_274_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.273;Z_ZAG-A_A_5__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_273_H2_199x80x12__L;273;14011;7089_14011;7089_14011_273_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.272;Z_ZAG-A_A_6__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_272_H2_199x80x12__L;272;14011;7089_14011;7089_14011_272_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.271;Z_ZAG-A_A_3__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_271_H2_199x80x12__L;271;14011;7089_14011;7089_14011_271_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
;ШпПн, 12мм, 2X, (ЦВЕТ 1), (из заготовки);  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.270;Z_ZAG-A_A_4__Панель;1;Y;2;199;80;12;Лицевая;;7089_14011;\7089_14011_270_H2_199x80x12__L;270;14011;7089_14011;7089_14011_270_H2_199x80x12__L;14011;;0;;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;-;1;С;;1
ДСП BS 10 605_SM;ДСП, BS, 10, 605_SM, Белый;  ;  ;  ;  ;7089_14011.237;дно тандем;1;X;1;710;272;10;Лицевая;;7089_14011;\7089_14011_237_H2_710x272x10__L;237;14011;7089_14011;7089_14011_237_H2_710x272x10__L;14011;;;;;;;;;;0;0;1;1;Л;;0
ДСП BS 10 605_SM;ДСП, BS, 10, 605_SM, Белый;  ;  ;  ;  ;7089_14011.236;дно тандем;2;Y;2;472;448;10;Лицевая;;7089_14011;\7089_14011_236_H2_472x448x10__L;236;14011;7089_14011;7089_14011_236_H2_472x448x10__L;14011;;;;;;;;;;0;0;1;1;С;;0
MDF Egr 10 0x MB;МДФ, EGR, 10, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.231.;Основа для заготовки ~µ~₰908₰;1;X;1;1589;229;10;Лицевая;;7089_14011;\7089_14011_231._H2_1589x229x10__L;231.;14011;7089_14011;7089_14011_231._H2_1589x229x10__L;14011;;;;;;;;;;0;0;-;0;;;0
;ШпПн, 20мм, 2X, (ЦВЕТ 1), (из заготовки);КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.224;Z_ZAG-I_I_5__Панель;1;X;1;538;89;20;Лицевая;;7089_14011;\7089_14011_224_H2_538x89x20__L;224;14011;7089_14011;7089_14011_224_H2_538x89x20__L;14011;0;0;0;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;1;0;С;;1
;ШпПн, 20мм, 2X, (ЦВЕТ 1), (из заготовки);КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.223;Z_ZAG-I_I_4__Панель;1;X;1;538;89;20;Лицевая;;7089_14011;\7089_14011_223_H2_538x89x20__L;223;14011;7089_14011;7089_14011_223_H2_538x89x20__L;14011;0;0;0;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;1;0;С;;1
;ШпПн, 20мм, 2X, (ЦВЕТ 1), (из заготовки);КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.222;Z_ZAG-I_I_3__Панель;1;X;1;790;88;20;Лицевая;;7089_14011;\7089_14011_222_H2_790x88x20__L;222;14011;7089_14011;7089_14011_222_H2_790x88x20__L;14011;0;0;0;0;;;;;Интернациональная 1, морилка 4. 2Х;0;0;1;0;Л;;1
;ШпПн, 20мм, 2X, (ЦВЕТ 1), (из заготовки);КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.221;Z_ZAG-I_I_1__Панель ~HRZ;1;X;1;589;173;20;Лицевая;;7089_14011;\7089_14011_221_H2_589x173x20__L;221;14011;7089_14011;7089_14011_221_H2_589x173x20__L;14011;0;0;0;0;;;;;Интернациональная 1, морилка 4. 2Х;1;0;1;0;К;;1
;ШпПн, 20мм, 2X, (ЦВЕТ 1), (из заготовки);КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;  ;  ;7089_14011.220;Z_ZAG-I_I_7__Панель ~µ ~HRZ;1;X;1;1290;200;20;Лицевая;;7089_14011;\7089_14011_220_H2_1290x200x20__L;220;14011;7089_14011;7089_14011_220_H2_1290x200x20__L;14011;0;;;;;;;;Интернациональная 1, морилка 4. 2Х;0;LED, 1506, паз, 15.7х6.5, заподлицо;1;1;С;проконтролировать паз под подсветку заподлицо;1
;ШпПн, 20мм, 2X, (ЦВЕТ 1), (из заготовки);КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;  ;  ;7089_14011.219;Z_ZAG-I_I_8__Панель ~µ ~HRZ;1;X;1;1290;200;20;Лицевая;;7089_14011;\7089_14011_219_H2_1290x200x20__L;219;14011;7089_14011;7089_14011_219_H2_1290x200x20__L;14011;0;;;;;;;;Интернациональная 1, морилка 4. 2Х;0;LED, 1506, паз, 15.7х6.5, заподлицо;1;1;С;проконтролировать паз под подсветку заподлицо;1
;ШпПн, 20мм, 2X, (ЦВЕТ 1), (из заготовки);КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;  ;  ;  ;7089_14011.218;Z_ZAG-I_I_6__Панель ~µ ~HRZ;1;X;1;1290;200;20;Лицевая;;7089_14011;\7089_14011_218_H2_1290x200x20__L;218;14011;7089_14011;7089_14011_218_H2_1290x200x20__L;14011;0;;;;;;;;Интернациональная 1, морилка 4. 2Х;0;LED, 1506, паз, 15.7х6.5, заподлицо;1;1;С;проконтролировать паз под подсветку заподлицо;1
;ШпПн, 20мм, 2X, (ЦВЕТ 1), (из заготовки);КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;КРОМКА, ШПОН, 1х22, DUNA, 605c, (к22)  КРМК ШПОН 1х22 DUNA 605c;7089_14011.217;Z_ZAG-I_I_2__Панель ~HRZ;1;X;1;2068;173;20;Лицевая;;7089_14011;\7089_14011_217_H2_2068x173x20__L;217;14011;7089_14011;7089_14011_217_H2_2068x173x20__L;14011;0;0;0;0;;;;;Интернациональная 1, морилка 4. 2Х;1;0;1;0;К;;1
;ШпПн, 39мм, 2X, (ЦВЕТ 1), (из заготовки);КРОМКА, ШПОН, 1х42, DUNA, 605c, (к22)  КРМК ШПОН 1х42 DUNA 605c;КРОМКА, ШПОН, 1х42, DUNA, 605c, (к22)  КРМК ШПОН 1х42 DUNA 605c;  ;  ;7089_14011.216;Z_ZAG-K_K_2__Панель;1;X;1;2665;129;39;Лицевая;;7089_14011;\7089_14011_216_H2_2665x129x39__L;216;14011;7089_14011;7089_14011_216_H2_2665x129x39__L;14011;0;0;;;;;;;Интернациональная 1, морилка 4. 2Х;0;0;1;0;К;;1
