Артикул;Материал;Облицовка[L1];Облицовка[L2];Облицовка[W1];Облицовка[W2];Код детали;Наименование;Количество;Текстура;Ориентация в WoodNEST;Длина;Ширина;Толщина;Сторона;Две программы;Заказ;Путь;Позиция;Артикул изделия;Наименование изделия;Имя файла;Проект;Толщина облицовки кромки [L1];Толщина облицовки кромки [L2];Толщина облицовки кромки [W1];Толщина облицовки кромки [W2];Пластик (лицевая);Пластик (лицевая) артикул;Пластик (нелицевая);Пластик (нелицевая) артикул;Краска;Форма;Пазы;Отверстия в пласть;Отверстия в торец;Блок;псто;Кромка
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.180.;Горизонтальная ~µ~₰907₰;1;Y;2;383;100;18;Лицевая;;7089_14011;\7089_14011_180._H5_383x100x18__L;180.;14011;7089_14011;7089_14011_180._H5_383x100x18__L;14011;;;;;;;;;;1;0;1;0;Л;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.179.;Горизонтальная ~µ~₰907₰;1;Y;2;383;100;18;Лицевая;;7089_14011;\7089_14011_179._H5_383x100x18__L;179.;14011;7089_14011;7089_14011_179._H5_383x100x18__L;14011;;;;;;;;;;1;0;1;0;Л;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.178.;Горизонтальная ~µ~₰907₰;1;Y;2;383;100;18;Лицевая;;7089_14011;\7089_14011_178._H5_383x100x18__L;178.;14011;7089_14011;7089_14011_178._H5_383x100x18__L;14011;;;;;;;;;;1;0;1;0;Л;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.177.;Горизонтальная ~µ~₰907₰;1;Y;2;383;100;18;Лицевая;;7089_14011;\7089_14011_177._H5_383x100x18__L;177.;14011;7089_14011;7089_14011_177._H5_383x100x18__L;14011;;;;;;;;;;1;0;1;0;Л;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.176.;Горизонтальная ~µ~₰907₰;1;Y;2;383;100;18;Лицевая;;7089_14011;\7089_14011_176._H5_383x100x18__L;176.;14011;7089_14011;7089_14011_176._H5_383x100x18__L;14011;;;;;;;;;;1;0;1;0;Л;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.175.;Горизонтальная ~µ~₰907₰;1;Y;2;383;100;18;Лицевая;;7089_14011;\7089_14011_175._H5_383x100x18__L;175.;14011;7089_14011;7089_14011_175._H5_383x100x18__L;14011;;;;;;;;;;1;0;1;0;Л;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.174.;Горизонтальная ~µ~₰907₰;1;Y;2;383;100;18;Лицевая;;7089_14011;\7089_14011_174._H5_383x100x18__L;174.;14011;7089_14011;7089_14011_174._H5_383x100x18__L;14011;;;;;;;;;;1;0;1;0;Л;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.173.;Горизонтальная ~µ~₰907₰;1;Y;2;383;100;18;Лицевая;;7089_14011;\7089_14011_173._H5_383x100x18__L;173.;14011;7089_14011;7089_14011_173._H5_383x100x18__L;14011;;;;;;;;;;1;0;1;0;Л;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.172.;Горизонтальная ~µ~₰906₰;1;Y;2;547;100;18;Лицевая;;7089_14011;\7089_14011_172._H5_547x100x18__L;172.;14011;7089_14011;7089_14011_172._H5_547x100x18__L;14011;;;;;;;;;;1;0;1;1;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.171.;Горизонтальная ~µ~₰906₰;1;Y;2;547;100;18;Лицевая;;7089_14011;\7089_14011_171._H5_547x100x18__L;171.;14011;7089_14011;7089_14011_171._H5_547x100x18__L;14011;;;;;;;;;;1;0;1;0;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.170.;Горизонтальная ~µ~₰906₰;1;Y;2;547;100;18;Лицевая;;7089_14011;\7089_14011_170._H5_547x100x18__L;170.;14011;7089_14011;7089_14011_170._H5_547x100x18__L;14011;;;;;;;;;;1;0;1;1;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.169.;Горизонтальная ~µ~₰906₰;1;Y;2;547;100;18;Лицевая;;7089_14011;\7089_14011_169._H5_547x100x18__L;169.;14011;7089_14011;7089_14011_169._H5_547x100x18__L;14011;;;;;;;;;;1;0;1;0;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.168.;Горизонтальная ~µ~₰906₰;1;Y;2;547;100;18;Лицевая;;7089_14011;\7089_14011_168._H5_547x100x18__L;168.;14011;7089_14011;7089_14011_168._H5_547x100x18__L;14011;;;;;;;;;;1;0;1;0;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.167.;Горизонтальная ~µ~₰906₰;1;Y;2;547;100;18;Лицевая;;7089_14011;\7089_14011_167._H5_547x100x18__L;167.;14011;7089_14011;7089_14011_167._H5_547x100x18__L;14011;;;;;;;;;;1;0;1;1;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.166.;Горизонтальная ~µ~₰906₰;1;Y;2;547;100;18;Лицевая;;7089_14011;\7089_14011_166._H5_547x100x18__L;166.;14011;7089_14011;7089_14011_166._H5_547x100x18__L;14011;;;;;;;;;;1;0;1;0;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.165.;Горизонтальная ~µ~₰906₰;1;Y;2;547;100;18;Лицевая;;7089_14011;\7089_14011_165._H5_547x100x18__L;165.;14011;7089_14011;7089_14011_165._H5_547x100x18__L;14011;;;;;;;;;;1;0;1;0;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.164.;Горизонтальная ~µ~₰906₰;1;Y;2;547;100;18;Лицевая;;7089_14011;\7089_14011_164._H5_547x100x18__L;164.;14011;7089_14011;7089_14011_164._H5_547x100x18__L;14011;;;;;;;;;;1;0;1;1;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.163.;Горизонтальная ~µ~₰906₰;1;Y;2;547;100;18;Лицевая;;7089_14011;\7089_14011_163._H5_547x100x18__L;163.;14011;7089_14011;7089_14011_163._H5_547x100x18__L;14011;;;;;;;;;;1;0;1;0;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.162;проставка ~µ;4;X;1;1033;100;18;Лицевая;;7089_14011;\7089_14011_162_H5_1033x100x18__L;162;14011;7089_14011;7089_14011_162_H5_1033x100x18__L;14011;;;;;;;;;;0;0;1;0;К;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.161.;Горизонтальная ~µ~₰907₰;1;X;1;998;383;18;Лицевая;;7089_14011;\7089_14011_161._H5_998x383x18__L;161.;14011;7089_14011;7089_14011_161._H5_998x383x18__L;14011;;;;;;;;;;1;0;1;0;Л;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.160.;Горизонтальная ~µ~₰906₰;1;X;1;1288;609;18;Лицевая;;7089_14011;\7089_14011_160._H5_1288x609x18__L;160.;14011;7089_14011;7089_14011_160._H5_1288x609x18__L;14011;;;;;;;;;;1;0;1;0;С;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.158.;Основа для заготовки ~µ~₰916₰;2;X;1;2695;490;18;Лицевая;;7089_14011;\7089_14011_158._H5_2695x490x18__L;158.;14011;7089_14011;7089_14011_158._H5_2695x490x18__L;14011;;;;;;;;;;0;0;-;0;;;0
MDF Egr 18 0x MB;МДФ, EGR, 18, 0x, MB, Шлиф.;  ;  ;  ;  ;7089_14011.157.;Основа для заготовки ~µ~₰914₰;1;X;1;2690;615;18;Лицевая;;7089_14011;\7089_14011_157._H5_2690x615x18__L;157.;14011;7089_14011;7089_14011_157._H5_2690x615x18__L;14011;;;;;;;;;;0;0;-;0;;;0
52;ХДФ ламинированная белая;  ;  ;  ;  ;7089_14011.230;шаблон для камня ~HRZ;1;X;1;958;343;3;Лицевая;;7089_14011;\7089_14011_230_H6_958x343x3__L;230;14011;7089_14011;7089_14011_230_H6_958x343x3__L;14011;;;;;;;;;;1;0;-;0;Л;подогнать и проверить;0
52;ХДФ ламинированная белая;  ;  ;  ;  ;7089_14011.229;задняя стенка ~HRZ;1;Y;2;906;404.086;3;Лицевая;;7089_14011;\7089_14011_229_H6_906x404x3__L;229;14011;7089_14011;7089_14011_229_H6_906x404x3__L;14011;;;;;;;;;;1;0;-;0;Г;;0
52;ХДФ ламинированная белая;  ;  ;  ;  ;7089_14011.228;задняя стенка ~HRZ;1;X;1;929.266;452;3;Лицевая;;7089_14011;\7089_14011_228_H6_929x452x3__L;228;14011;7089_14011;7089_14011_228_H6_929x452x3__L;14011;;;;;;;;;;1;0;-;0;Б;;0
52;ХДФ ламинированная белая;  ;  ;  ;  ;7089_14011.227;задняя стенка ~HRZ;1;Y;2;1327;792.852;3;Лицевая;;7089_14011;\7089_14011_227_H6_1327x793x3__L;227;14011;7089_14011;7089_14011_227_H6_1327x793x3__L;14011;;;;;;;;;;1;0;-;0;В;;0
52;ХДФ ламинированная белая;  ;  ;  ;  ;7089_14011.226;задняя стенка;1;X;1;2405;452;3;Лицевая;;7089_14011;\7089_14011_226_H6_2405x452x3__L;226;14011;7089_14011;7089_14011_226_H6_2405x452x3__L;14011;;;;;;;;;;0;0;-;0;А;;0
52;ХДФ ламинированная белая;  ;  ;  ;  ;7089_14011.225;задняя стенка;1;X;1;2405;906;3;Лицевая;;7089_14011;\7089_14011_225_H6_2405x906x3__L;225;14011;7089_14011;7089_14011_225_H6_2405x906x3__L;14011;;;;;;;;;;0;0;-;0;Д;;0
